id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
9.90805E+17,https://twitter.com/decolonize_this/status/990804523760455681,Mon Apr 30 04:06:21 +0000 2018,2018-04-30 04:06:21+00:00,decolonize_this,RT @OccupyWallStNYC: Â¡Presente! â€œProgramming is not enough!â€ù #RadicalWomenBKM #decolonizethisplace #decolonizebrooklynmuseum https://t.co/Bâ€_,retweet,,RadicalWomenBKM decolonizethisplace decolonizebrooklynmuseum,,,0,,,,en,,,11,9.90637E+17,OccupyWallStNYC,335972576,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804498363842561,Mon Apr 30 04:06:15 +0000 2018,2018-04-30 04:06:15+00:00,decolonize_this,RT @OccupyWallStNYC: #SundayThoughts - it is time to #decolonizebrooklynmuseum https://t.co/Nth2u83k2L,retweet,,SundayThoughts decolonizebrooklynmuseum,https://twitter.com/OccupyWallStNYC/status/990634898204577792/photo/1,,0,,,,en,,FALSE,4,9.90635E+17,OccupyWallStNYC,335972576,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804479657246722,Mon Apr 30 04:06:10 +0000 2018,2018-04-30 04:06:10+00:00,decolonize_this,RT @OccupyWallStNYC: On this #SundayMorning we are here to #decolonizethisplace &amp; #decolonizebrooklynmuseum https://t.co/ET0mUfBPIl,retweet,,SundayMorning decolonizethisplace decolonizebrooklynmuseum,https://twitter.com/OccupyWallStNYC/status/990633474791964672/photo/1 https://twitter.com/OccupyWallStNYC/status/990633474791964672/photo/1 https://twitter.com/OccupyWallStNYC/status/990633474791964672/photo/1 https://twitter.com/OccupyWallStNYC/status/990633474791964672/photo/1,,0,,,,en,,FALSE,10,9.90633E+17,OccupyWallStNYC,335972576,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804463622545408,Mon Apr 30 04:06:07 +0000 2018,2018-04-30 04:06:07+00:00,decolonize_this,RT @maralbabai: #decolonizebrooklynmuseum https://t.co/mrBSDCef1m,retweet,,decolonizebrooklynmuseum,https://twitter.com/maralbabai/status/990632764113342464/photo/1,,0,,,,und,,FALSE,7,9.90633E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804378943737856,Mon Apr 30 04:05:46 +0000 2018,2018-04-30 04:05:46+00:00,decolonize_this,RT @OccupyWallStNYC: #decolonizebrooklynmuseum #decolonizethisplace https://t.co/W6Mdj7dOao,retweet,,decolonizebrooklynmuseum decolonizethisplace,https://twitter.com/OccupyWallStNYC/status/990632886050140160/photo/1 https://twitter.com/OccupyWallStNYC/status/990632886050140160/photo/1,,0,,,,und,,FALSE,4,9.90633E+17,OccupyWallStNYC,335972576,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804248995794944,Mon Apr 30 04:05:15 +0000 2018,2018-04-30 04:05:15+00:00,decolonize_this,RT @maralbabai: â€œWe are here today because Chinatown is not the only community to face massive displacement... we are here to say no to genâ€_,retweet,,,,,0,,,,en,,,20,9.90638E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804223758610432,Mon Apr 30 04:05:09 +0000 2018,2018-04-30 04:05:09+00:00,decolonize_this,RT @maralbabai: â€œFree free Palestineâ€ù #DecolonizeBrooklynMuseum #decolonizethisplace @decolonize_this @brooklynmuseum https://t.co/lqEnD7gbâ€_,retweet,,DecolonizeBrooklynMuseum decolonizethisplace,,,0,,,,et,,,12,9.90642E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804205702131713,Mon Apr 30 04:05:05 +0000 2018,2018-04-30 04:05:05+00:00,decolonize_this,RT @maralbabai: #DecolonizeBrooklynMuseum #decolonizethisplace https://t.co/K5ysAhUeCe,retweet,,DecolonizeBrooklynMuseum decolonizethisplace,https://twitter.com/maralbabai/status/990642478238838785/photo/1,,0,,,,und,,FALSE,5,9.90642E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804181324836864,Mon Apr 30 04:04:59 +0000 2018,2018-04-30 04:04:59+00:00,decolonize_this,"RT @maralbabai: â€œPeople of Brooklyn say no no no, David Berlinerâ€™s gotta go go go!â€ù #decolonizethisplace #DecolonizeBrooklynMuseum https://â€_",retweet,,decolonizethisplace DecolonizeBrooklynMuseum,,,0,,,,en,,,6,9.90645E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804124391428098,Mon Apr 30 04:04:46 +0000 2018,2018-04-30 04:04:46+00:00,decolonize_this,RT @_TomOKeefe_: Powerful event coordinated today by @decolonize_this and others #DecolonizeThisPlace #DecolonizeThisMuseum #DecolonizeBrooâ€_,retweet,,DecolonizeThisPlace DecolonizeThisMuseum,,,0,,,,en,,,7,9.90648E+17,_TomOKeefe_,246035473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804090799165440,Mon Apr 30 04:04:38 +0000 2018,2018-04-30 04:04:38+00:00,decolonize_this,RT @maralbabai: â€œBROOKLYN IS NOT FOR SALEâ€ù #DecolonizeBrooklynMuseum #decolonizethisplace #brooklynisnotforsale @decolonize_this @brooklynmâ€_,retweet,,DecolonizeBrooklynMuseum decolonizethisplace brooklynisnotforsale,,,0,,,,en,,,11,9.90648E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804063674601474,Mon Apr 30 04:04:31 +0000 2018,2018-04-30 04:04:31+00:00,decolonize_this,RT @hannahfullert0n: Earlier today with @decolonize_this. #decolonizebrooklynmuseum https://t.co/2iYLNyREMS,retweet,,decolonizebrooklynmuseum,https://twitter.com/hannahfullert0n/status/990757227286990849/photo/1 https://twitter.com/hannahfullert0n/status/990757227286990849/photo/1,,0,,,,en,,FALSE,4,9.90757E+17,hannahfullert0n,9.13153E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90804E+17,https://twitter.com/decolonize_this/status/990804033635016704,Mon Apr 30 04:04:24 +0000 2018,2018-04-30 04:04:24+00:00,decolonize_this,RT @maralbabai: â€œWe must understand gentrification for what it is: modern day colonialism â€œ #decolonizebrooklynmuseum #decolonizethisplaceâ€_,retweet,,decolonizebrooklynmuseum decolonizethisplace,,,0,,,,en,,,29,9.90635E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.7031E+17,Mon Aug 29 17:20:13 +0000 2016,FALSE,"#decolonizethisplace is an action-oriented movement focusing on Indigenous struggle, Black liberation, Free Palestine, workers, and de-gentrification âœ__Ÿè_.",176,1521,63,19,"New York, NY",DecolonizeThisPlace,1169,Pacific Time (US & Canada),https://hyperallergic.com/437542/growing-coalition-calls-brooklyn-museum-out-of-touch-and-demands-de,FALSE
9.90799E+17,https://twitter.com/DBSenica/status/990798896879239170,Mon Apr 30 03:43:59 +0000 2018,2018-04-30 03:43:59+00:00,DBSenica,RT @OccupyWallStNYC: Calling for a Decolonization Commission at #decolonizebrooklynmuseum because a nonresponse is not an option. https://tâ€_,retweet,,decolonizebrooklynmuseum,,,0,,,,en,,,16,9.9064E+17,OccupyWallStNYC,335972576,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",304822059,Wed May 25 05:05:03 +0000 2011,FALSE,musician/clinician,45927,419,716,170,Lake Michigan South Dunelands,DD Brittain,92349,America/Chicago,,FALSE
9.90798E+17,https://twitter.com/Stephamoons/status/990798243813646336,Mon Apr 30 03:41:24 +0000 2018,2018-04-30 03:41:24+00:00,Stephamoons,#DecolonizeBrooklynMuseum,original,,DecolonizeBrooklynMuseum,,,1,,,,und,"Manhattan, NY",,1,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",472566771,Tue Jan 24 02:36:17 +0000 2012,FALSE,learning through experiences in both the outer and inner worlds.,6002,468,390,1,Uptown Manhattan  NYC,Stepha,20942,Central Time (US & Canada),,FALSE
9.90798E+17,https://twitter.com/kvalentine112/status/990797536666509312,Mon Apr 30 03:38:35 +0000 2018,2018-04-30 03:38:35+00:00,kvalentine112,RT @AshAgony: #DecolonizeThisPlace took over the Brooklyn Museum earlier today with a list of demands. #DecolonizeBrooklynMuseum https://t.â€_,retweet,,DecolonizeThisPlace DecolonizeBrooklynMuseum,,,0,,,,en,,,11,9.90685E+17,AshAgony,809115114,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.30243E+17,Tue Nov 14 01:15:56 +0000 2017,FALSE,libertarian socialist / left-wing agnostic. Vegan.,3738,178,338,2,"Long Island, NY",The Chess Club guy that's ruining the left,5398,Atlantic Time (Canada),,FALSE
9.90794E+17,https://twitter.com/IgnotoLugar/status/990793983512268805,Mon Apr 30 03:24:28 +0000 2018,2018-04-30 03:24:28+00:00,IgnotoLugar,"RT @NadeemGibran: .@JivePoetic calls out Brooklyn Museum &amp; politics as usual in the colonial-capitalist agenda to white wash Brooklyn. #dâ€_",retweet,,,,,0,,,,en,,,14,9.90724E+17,NadeemGibran,7.5529E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.22357E+17,Mon Oct 23 07:01:28 +0000 2017,FALSE,"Mis retuits no son siempre mi opiniÃ_n, a veces incluso lo contrario",6596,381,693,0,,Ignoto Lugar,75662,,,FALSE
9.90794E+17,https://twitter.com/IgnotoLugar/status/990793920232742912,Mon Apr 30 03:24:13 +0000 2018,2018-04-30 03:24:13+00:00,IgnotoLugar,RT @maralbabai: â€œBROOKLYN IS NOT FOR SALEâ€ù #DecolonizeBrooklynMuseum #decolonizethisplace #brooklynisnotforsale @decolonize_this @brooklynmâ€_,retweet,,DecolonizeBrooklynMuseum decolonizethisplace brooklynisnotforsale,,,0,,,,en,,,11,9.90648E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.22357E+17,Mon Oct 23 07:01:28 +0000 2017,FALSE,"Mis retuits no son siempre mi opiniÃ_n, a veces incluso lo contrario",6596,381,693,0,,Ignoto Lugar,75662,,,FALSE
9.90794E+17,https://twitter.com/IgnotoLugar/status/990793688401043456,Mon Apr 30 03:23:18 +0000 2018,2018-04-30 03:23:18+00:00,IgnotoLugar,"RT @AshAgony: Earlier today, #DecolonizeThisPlace was at the Brooklyn Museum demanding that the board #DecolonizeBrooklynMuseum. Hereâ€™s somâ€_",retweet,,DecolonizeThisPlace DecolonizeBrooklynMuseum,,,0,,,,en,,,18,9.90744E+17,AshAgony,809115114,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.22357E+17,Mon Oct 23 07:01:28 +0000 2017,FALSE,"Mis retuits no son siempre mi opiniÃ_n, a veces incluso lo contrario",6596,381,693,0,,Ignoto Lugar,75662,,,FALSE
9.9079E+17,https://twitter.com/occupytheory/status/990790263667855361,Mon Apr 30 03:09:41 +0000 2018,2018-04-30 03:09:41+00:00,occupytheory,".@brooklynmuseum @annepasternak, â€œThey want the art, not the people.â€ù And thatâ€™s not ok. #decolonizethisplace #DecolonizeBrooklynMuseum",original,,decolonizethisplace DecolonizeBrooklynMuseum,,,1,,,,en,,,1,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",472499685,Tue Jan 24 00:52:34 +0000 2012,FALSE,TIDAL conversations launch theories and strategies towards ACTION - online and in print.,4733,7308,4422,327,Occupy Wall Street,Occupy Theory,20231,Atlantic Time (Canada),http://www.decolonizethisplace.org,FALSE
9.90786E+17,https://twitter.com/nohan007/status/990785902447415298,Mon Apr 30 02:52:21 +0000 2018,2018-04-30 02:52:21+00:00,nohan007,RT @hannahfullert0n: Earlier today with @decolonize_this. #decolonizebrooklynmuseum https://t.co/2iYLNyREMS,retweet,,decolonizebrooklynmuseum,https://twitter.com/hannahfullert0n/status/990757227286990849/photo/1 https://twitter.com/hannahfullert0n/status/990757227286990849/photo/1,,0,,,,en,,FALSE,4,9.90757E+17,hannahfullert0n,9.13153E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",138804602,Fri Apr 30 16:59:57 +0000 2010,FALSE,,59077,1663,4995,94,,Valarie Corwin,146246,Eastern Time (US & Canada),,FALSE
9.90783E+17,https://twitter.com/JamilaMHammami/status/990782688675147776,Mon Apr 30 02:39:35 +0000 2018,2018-04-30 02:39:35+00:00,JamilaMHammami,"RT @AshAgony: #DecolonizeThisPlace took over the Brooklyn Museum earlier today, dropped banners, &amp; read a list of demands to #DecolonizeBroâ€_",retweet,,DecolonizeThisPlace,,,0,,,,en,,,107,9.90693E+17,AshAgony,809115114,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3309586048,Fri Jun 05 17:40:01 +0000 2015,FALSE,Founding ED @queerdep | Social Worker | Lecturer @ColumbiaSSW | PhD Candidate @SilbermanSSW | views=own | #AbolitionNow,2322,755,979,28,"New York, NY",Jamila Hammami,4179,Pacific Time (US & Canada),http://jamilahammami.wordpress.com,FALSE
9.90782E+17,https://twitter.com/OccupyWallStNYC/status/990782009613144065,Mon Apr 30 02:36:53 +0000 2018,2018-04-30 02:36:53+00:00,OccupyWallStNYC,RT @hannahfullert0n: Earlier today with @decolonize_this. #decolonizebrooklynmuseum https://t.co/2iYLNyREMS,retweet,,decolonizebrooklynmuseum,https://twitter.com/hannahfullert0n/status/990757227286990849/photo/1 https://twitter.com/hannahfullert0n/status/990757227286990849/photo/1,,0,,,,en,,FALSE,4,9.90757E+17,hannahfullert0n,9.13153E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",335972576,Fri Jul 15 15:02:12 +0000 2011,FALSE,"Occupying Wall Street since Sep 17, 2011. Standing with global #Occupy. About our team: https://t.co/7SfBMRuTjZ #RESIST #NotMyPresident #CountMeIn",14612,207320,8864,5380,"Wall Street, NYC",Occupy Wall Street,102674,Eastern Time (US & Canada),http://www.occupywallst.nyc,FALSE
9.90782E+17,https://twitter.com/Tewksbug/status/990781785796698114,Mon Apr 30 02:36:00 +0000 2018,2018-04-30 02:36:00+00:00,Tewksbug,RT @OccupyWallStNYC: Calling for a Decolonization Commission at #decolonizebrooklynmuseum because a nonresponse is not an option. https://tâ€_,retweet,,decolonizebrooklynmuseum,,,0,,,,en,,,16,9.9064E+17,OccupyWallStNYC,335972576,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",257702310,Sat Feb 26 00:27:50 +0000 2011,TRUE,,3265,92,764,3,,Gregory Tewksbury,3119,,,FALSE
9.90781E+17,https://twitter.com/somebodyssin/status/990780644878761984,Mon Apr 30 02:31:28 +0000 2018,2018-04-30 02:31:28+00:00,somebodyssin,RT @maralbabai: â€œWe are here today because Chinatown is not the only community to face massive displacement... we are here to say no to genâ€_,retweet,,,,,0,,,,en,,,20,9.90638E+17,maralbabai,2788436192,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",200524438,Sat Oct 09 14:42:40 +0000 2010,FALSE,"60ãƒ»70å_´ä»£ãÅ®è_ºå¢ƒéŸ_æ¥_ãÅ«æ _æ‹ ã‚‚ãÅªãÅèæ¬_æƒ…ãÅ—ãÅ_ãÅ™ â–_é£Ÿå“ÅãÅ®ä»•äº‹ãÅ—ãÅ_ãÅ_ãÅ™http://t.co/2iDOLl69b1",2909,315,112,10,,GLORIA,28579,Tokyo,http://somebodyssin.hatenablog.com/,FALSE
9.9078E+17,https://twitter.com/energyball38/status/990780448375689216,Mon Apr 30 02:30:41 +0000 2018,2018-04-30 02:30:41+00:00,energyball38,"RT @maralbabai: â€œPeople of Brooklyn say no no no, David Berlinerâ€™s gotta go go go!â€ù #decolonizethisplace #DecolonizeBrooklynMuseum https://â€_",retweet,,decolonizethisplace DecolonizeBrooklynMuseum,,,0,,,,en,,,6,9.90645E+17,maralbabai,2788436192,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",7.1222E+17,Tue Mar 22 10:09:40 +0000 2016,FALSE,è_°è«–ãÅ®å_…ã‚’åºƒãÅ’ã‚‹ãÅŸã‚ÅãÅ«,3666,278,81,43,Japan,energyball38,29947,Tokyo,,FALSE
9.9078E+17,https://twitter.com/energyball38/status/990780314346639360,Mon Apr 30 02:30:09 +0000 2018,2018-04-30 02:30:09+00:00,energyball38,RT @One_Buzzz: RT OccupyWallStNYC: Here with the #RadicalWomenBKM calling for the brooklynmuseum to #decolonizethisplace &amp; #decolonizebrookâ€_,retweet,,RadicalWomenBKM decolonizethisplace,,,0,,,,en,,,6,9.90674E+17,One_Buzzz,9.49254E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",7.1222E+17,Tue Mar 22 10:09:40 +0000 2016,FALSE,è_°è«–ãÅ®å_…ã‚’åºƒãÅ’ã‚‹ãÅŸã‚ÅãÅ«,3666,278,81,43,Japan,energyball38,29947,Tokyo,,FALSE
9.90778E+17,https://twitter.com/thebibliophile1/status/990778404692791301,Mon Apr 30 02:22:34 +0000 2018,2018-04-30 02:22:34+00:00,thebibliophile1,"RT @AshAgony: #DecolonizeThisPlace took over the Brooklyn Museum earlier today, dropped banners, &amp; read a list of demands to #DecolonizeBroâ€_",retweet,,DecolonizeThisPlace,,,0,,,,en,,,107,9.90693E+17,AshAgony,809115114,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",352498319,Wed Aug 10 18:15:50 +0000 2011,FALSE,Reader. Thinker. Sartorialist.,18038,550,816,59,Chocolate City,thebibliophile,31155,Eastern Time (US & Canada),,FALSE
9.90777E+17,https://twitter.com/sirjamesa12/status/990777268464160768,Mon Apr 30 02:18:03 +0000 2018,2018-04-30 02:18:03+00:00,sirjamesa12,RT @maralbabai: â€œFree free Palestineâ€ù #DecolonizeBrooklynMuseum #decolonizethisplace @decolonize_this @brooklynmuseum https://t.co/lqEnD7gbâ€_,retweet,,DecolonizeBrooklynMuseum decolonizethisplace,,,0,,,,et,,,12,9.90642E+17,maralbabai,2788436192,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",368335643,Mon Sep 05 13:33:51 +0000 2011,FALSE,Black. _Ÿ‡__Ÿ‡_. â˜_. Internationalist. Anti-imperialist. Pro-LGBT. Pro-choice. Pro-Environment. Single. Secular Humanist. Male. Cishetero. INTJ. Computer Science.,44961,6057,2115,154,Northern Virginia,âœªJames Saint-Francâœª,160763,Eastern Time (US & Canada),https://paypal.me/sirjamesa12,FALSE
9.90776E+17,https://twitter.com/MeaninglessStar/status/990775853754798082,Mon Apr 30 02:12:25 +0000 2018,2018-04-30 02:12:25+00:00,MeaninglessStar,"RT @AshAgony: #DecolonizeThisPlace took over the Brooklyn Museum earlier today, dropped banners, &amp; read a list of demands to #DecolonizeBroâ€_",retweet,,DecolonizeThisPlace,,,0,,,,en,,,107,9.90693E+17,AshAgony,809115114,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",81012819,Fri Oct 09 03:04:42 +0000 2009,FALSE,every action's an act of creation,15710,152,121,12,#NoALaUniCABA,a d r i _Ÿ‘’_Ÿçƒ #NoALaUniCABA,41541,Buenos Aires,,FALSE
9.90774E+17,https://twitter.com/tomf2222/status/990774053446279173,Mon Apr 30 02:05:16 +0000 2018,2018-04-30 02:05:16+00:00,tomf2222,"RT @NadeemGibran: .@JivePoetic calls out Brooklyn Museum &amp; politics as usual in the colonial-capitalist agenda to white wash Brooklyn. #dâ€_",retweet,,,,,0,,,,en,,,14,9.90724E+17,NadeemGibran,7.5529E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",435415300,Tue Dec 13 01:31:19 +0000 2011,FALSE,agitator,1697,308,1639,2,nyc ciudad que nunca duerme,tom flynn,2621,Atlantic Time (Canada),,FALSE
9.90773E+17,https://twitter.com/tomf2222/status/990773304297443328,Mon Apr 30 02:02:18 +0000 2018,2018-04-30 02:02:18+00:00,tomf2222,RT @AshAgony: #DecolonizeThisPlace de-occupied the Brooklyn Museum earlier today &amp; demanded that the board #DecolonizeBrooklynMuseum! httpsâ€_,retweet,,DecolonizeThisPlace DecolonizeBrooklynMuseum,,,0,,,,en,,,11,9.90677E+17,AshAgony,809115114,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",435415300,Tue Dec 13 01:31:19 +0000 2011,FALSE,agitator,1697,308,1639,2,nyc ciudad que nunca duerme,tom flynn,2621,Atlantic Time (Canada),,FALSE
9.90773E+17,https://twitter.com/treekisser/status/990773083882455041,Mon Apr 30 02:01:25 +0000 2018,2018-04-30 02:01:25+00:00,treekisser,RT @AshAgony: â€œThey want our art but they donâ€™t want our people!â€ù #DecolonizeThisPlace in front of the Brooklyn Museum earlier today. #Decoâ€_,retweet,,DecolonizeThisPlace,,,0,,,,en,,,12,9.90691E+17,AshAgony,809115114,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10938752,Fri Dec 07 15:47:12 +0000 2007,FALSE,i wore this kiwi-lime lip gloss just for you.,59666,8240,2417,387,,tree,200134,Pacific Time (US & Canada),,FALSE
9.90772E+17,https://twitter.com/occupytheory/status/990771958626308098,Mon Apr 30 01:56:57 +0000 2018,2018-04-30 01:56:57+00:00,occupytheory,RT @OccupyWallStNYC: Calling for a Decolonization Commission at #decolonizebrooklynmuseum because a nonresponse is not an option. https://tâ€_,retweet,,decolonizebrooklynmuseum,,,0,,,,en,,,16,9.9064E+17,OccupyWallStNYC,335972576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",472499685,Tue Jan 24 00:52:34 +0000 2012,FALSE,TIDAL conversations launch theories and strategies towards ACTION - online and in print.,4733,7308,4422,327,Occupy Wall Street,Occupy Theory,20231,Atlantic Time (Canada),http://www.decolonizethisplace.org,FALSE
